,sentence,background_motivation,aim_contribution,research_object,research_method,results_findings,summary
3298,"In a set of nine benchmarks, Java Ranger reduces the running time and number of execution paths by a total of 38% and 71% respectively as compared to SPF.",0,0,0,0,1,0
3299,"Our results are a significant improvement over the performance of JBMC, a recently released verification tool for Java bytecode.",0,0,0,0,1,0
3300,We also participated in a static verification competition at a top theory conference where other participants included state-of-the-art Java verifiers.,0,0,0,0,0,1
3301,JR won first place in the competition’s Java verification track.,0,0,0,0,0,1
3302,"In this paper, we present the first exploratory study of deprecated Python library APIs to understand the status quo of API deprecation in the realm of Python libraries.",0,1,1,1,0,0
3303,"Specifically, we aim to comprehend how deprecated library APIs are declared and documented in practice by their maintainers, and how library users react to them.",0,1,1,0,0,0
3304,"By thoroughly looking into six reputed Python libraries and 1,200 GitHub projects, we experimentally observe that API deprecation is poorly handled by library contributors, which subsequently introduce difficulties for Python developers to resolve the usage of deprecated library APIs.",0,0,0,1,1,0
3305,This empirical evidence suggests that our community should take immediate actions to appropriately handle the deprecation of Python library APIs.,0,0,0,0,0,1
3306,Software verification approaches aim to check a software component under analysis for all possible environments.,1,0,0,0,0,0
3307,"In reality, however, components are expected to operate within a larger system and are required to satisfy their requirements only when their inputs are constrained by environment assumptions.",1,0,0,0,0,0
3308,"In this paper, we propose EPIcuRus, an approach to automatically synthesize environment assumptions for a component under analysis (i.e., conditions on the component inputs under which the component is guaranteed to satisfy its requirements).",0,1,1,0,0,0
3309,"EPIcuRus combines search-based testing, machine learning and model checking.",0,0,1,0,0,0
3310,The core of EPIcuRus is a decision tree algorithm that infers environment assumptions from a set of test results including test cases and their verdicts.,0,0,1,0,0,0
3311,"The test cases are generated using search-based testing, and the assumptions inferred by decision trees are validated through model checking.",0,0,1,0,0,0
3312,"In order to improve the efficiency and effectiveness of the assumption generation process, we propose a novel test case generation technique, namely Important Features Boundary Test (IFBT), that guides the test generation based on the feedback produced by machine learning.",0,0,1,0,0,0
3313,We evaluated EPIcuRus by assessing its effectiveness in computing assumptions on a set of study subjects that include 18 requirements of four industrial models.,0,0,0,1,0,0
3314,"We show that, for each of the 18 requirements, EPIcuRus was able to compute an assumption to ensure the satisfaction of that requirement, and further, ≈78% of these assumptions were computed in one hour.",0,0,0,0,1,0
3315,Modern software is bloated.,1,0,0,0,0,0
3316,"Demand for new functionality has led developers to include more and more features, many of which become unneeded or unused as software evolves.",1,0,0,0,0,0
3317,"This phenomenon, known as software bloat, results in software consuming more resources than it otherwise needs to.",1,0,0,0,0,0
3318,How to effectively and automatically debloat software is a long-standing problem in software engineering.,1,0,0,0,0,0
3319,Various debloating techniques have been proposed since the late 1990s.,1,0,0,0,0,0
3320,"However, many of these techniques are built upon pure static analysis and have yet to be extended and evaluated in the context of modern Java applications where dynamic language features are prevalent.",1,0,0,0,0,0
3321,"To this end, we develop an end-to-end bytecode debloating framework called JShrink.",0,1,1,0,0,0
3322,It augments traditional static reachability analysis with dynamic profiling and type dependency analysis and renovates existing bytecode transformations to account for new language features in modern Java.,0,0,1,0,0,0
3323,We highlight several nuanced technical challenges that must be handled properly and examine behavior preservation of debloated software via regression testing.,0,0,1,0,0,0
3324,"We find that (1) JShrink is able to debloat our real-world Java benchmark suite by up to 47% (14% on average); (2) accounting for dynamic language features is indeed crucial to ensure behavior preservation---reducing 98% of test failures incurred by a purely static equivalent, Jax, and 84% for ProGuard; and (3) compared with purely dynamic approaches, integrating static analysis with dynamic profiling makes the debloated software more robust to unseen test executions---in 22 out of 26 projects, the debloated software ran successfully under new tests.",0,0,0,0,1,0
3325,"In large-scale cloud systems, unplanned service interruptions and outages may cause severe degradation of service availability.",1,0,0,0,0,0
3326,"Such incidents can occur in a bursty manner, which will deteriorate user satisfaction.",1,0,0,0,0,0
