,sentence,background_motivation,aim_contribution,research_object,research_method,results_findings,summary
1436,cDep finds 87.9% (275/313) of the related subset of dependencies from our study.,0,0,0,0,1,0
1437,"cDep also finds 448 previously undocumented dependencies, with a 6.0% average false positive rate.",0,0,0,0,1,0
1438,"Overall, our results show that configuration dependencies are more prevalent and diverse than previously reported and should henceforth be considered a first-class issue in software configuration engineering.",0,0,0,0,0,1
1439,Data stored in cloud services is highly sensitive and so access to it is controlled via policies written in domain-specific languages (DSLs).,1,0,0,0,0,0
1440,"The expressiveness of these DSLs provides users flexibility to cover a wide variety of uses cases, however, unintended misconfigurations can lead to potential security issues.",1,0,0,0,0,0
1441,"We introduce Block Public Access, a tool that formally verifies policies to ensure that they only allow access to trusted principals, i.e. that they prohibit access to the general public.",0,1,1,0,0,0
1442,"To this end, we formalize the notion of Trust Safety that formally characterizes whether or not a policy allows unconstrained (public) access.",0,0,1,0,0,0
1443,"Next, we present a method to compile the policy down to a logical formula whose unsatisfiability can be (1) checked by SMT and (2) ensures Trust Safety.",0,0,1,0,0,0
1444,"The constructs of the policy DSLs render unsatisfiability checking PSPACE-complete, which precludes verifying the millions of requests per second seen at cloud scale.",0,0,1,0,0,0
1445,"Hence, we present an approach that leverages the structure of the policy DSL to compute a much smaller residual policy that corresponds only to untrusted accesses.",0,0,1,0,0,0
1446,"Our approach allows Block Public Access to, in the common case, syntactically verify Trust Safety without having to query the SMT solver.",0,0,1,0,0,0
1447,"We have implemented Block Public Access and present an evaluation showing how the above optimization yields a low-latency policy verifier that the S3 team at AWS has integrated into their authorization system, where it is currently in production, analyzing millions of policies everyday to ensure that client buckets do not grant unintended public access.",0,0,0,0,0,1
1448,"We present a new framework and associated synthesis algorithms for program synthesis over noisy data, i.e., data that may contain incorrect/corrupted input-output examples.",0,1,1,0,0,0
1449,This framework is based on an extension of finite tree automata called state-weighted finite tree automata.,0,0,1,0,0,0
1450,We show how to apply this framework to formulate and solve a variety of program synthesis problems over noisy data.,0,1,0,0,0,0
1451,"Results from our implemented system running on problems from the SyGuS 2018 benchmark suite highlight its ability to successfully synthesize programs in the face of noisy data sets, including the ability to synthesize a correct program even when every input-output example in the data set is corrupted.",0,0,0,1,1,0
1452,Merging execution paths is a powerful technique for reducing path explosion in symbolic execution.,1,0,0,0,0,0
1453,"One approach, introduced and dubbed “veritesting” by Avgerinos et al., works by translating abounded control flow region into a single constraint.",1,0,0,0,0,0
1454,This approach is a convenient way to achieve path merging as a modification to a pre-existing single-path symbolic execution engine.,1,0,0,0,0,0
1455,"Previous work evaluated this approach for symbolic execution of binary code, but different design considerations apply when building tools for other languages.",1,0,0,0,0,0
1456,"In this paper, we extend the previous approach for symbolic execution of Java.",0,1,0,0,0,0
1457,"Because Java code typically contains many small dynamically dispatched methods, it is important to include them in multi-path regions; we introduce dynamic inlining of method-regions to do so modularly.",0,0,1,0,0,0
1458,"Java’s typed memory structure is very different from the binary representation, but we show how the idea of static single assignment (SSA) form can be applied to object references to statically account for aliasing.",0,0,1,0,0,0
1459,"We have implemented our algorithms in Java Ranger, an extension to the widely used Symbolic Pathfinder tool.",0,0,1,0,0,0
1460,"In a set of nine benchmarks, Java Ranger reduces the running time and number of execution paths by a total of 38% and 71% respectively as compared to SPF.",0,0,0,0,1,0
1461,"Our results are a significant improvement over the performance of JBMC, a recently released verification tool for Java bytecode.",0,0,0,0,1,0
1462,We also participated in a static verification competition at a top theory conference where other participants included state-of-the-art Java verifiers.,0,0,0,0,0,1
1463,JR won first place in the competition’s Java verification track.,0,0,0,0,0,1
1464,"In this paper, we present the first exploratory study of deprecated Python library APIs to understand the status quo of API deprecation in the realm of Python libraries.",0,1,1,1,0,0
