,sentence,background_motivation,research_method,aim_contribution_research_object,results_findings_summary
1948,"Then we quantify the neuron contributions to the slicing criterion by recursively backtracking from the output neurons, and calculate the slice as the neurons and the synapses with larger contributions.",0,0,1,0
1949,"We demonstrate the usefulness and effectiveness of NNSlicer with three applications, including adversarial input detection, model pruning, and selective model protection.",0,1,0,0
1950,"In all applications, NNSlicer significantly outperforms other baselines that do not rely on data flow analysis.",0,0,0,1
1951,"
Deep learning (DL) becomes increasingly pervasive, being used in a wide range of software applications.",1,0,0,0
1952,"These software applications, named as DL based software (in short as DL software), integrate DL models trained using a large data corpus with DL programs written based on DL frameworks such as TensorFlow and Keras.",1,0,0,0
1953,A DL program encodes the network structure of a desirable DL model and the process by which the model is trained using the training data.,1,0,0,0
1954,"To help developers of DL software meet the new challenges posed by DL, enormous research efforts in software engineering have been devoted.",1,0,0,0
1955,Existing studies focus on the development of DL software and extensively analyze faults in DL programs.,1,0,0,0
1956,"However, the deployment of DL software has not been comprehensively studied.",1,0,0,0
1957,"To fill this knowledge gap, this paper presents a comprehensive study on understanding challenges in deploying DL software.",0,0,1,0
1958,"We mine and analyze 3,023 relevant posts from Stack Overflow, a popular Q&A website for developers, and show the increasing popularity and high difficulty of DL software deployment among developers.",0,1,0,0
1959,"We build a taxonomy of specific challenges encountered by developers in the process of DL software deployment through manual inspection of 769 sampled posts and report a series of actionable implications for researchers, developers, and DL framework vendors.",0,0,0,1
1960,"
Using online Q&A forums, such as Stack Overflow (SO), for guidance to resolve program bugs, among other development issues, is commonplace in modern software development practice.",1,0,0,0
1961,Runtime exceptions (RE) is one such important class of bugs that is actively discussed on SO.,1,0,0,0
1962,In this work we present a technique and prototype tool called MAESTRO that can automatically recommend an SO post that is most relevant to a given Java RE in a developer's code.,0,0,1,0
1963,MAESTRO compares the exception-generating program scenario in the developer's code with that discussed in an SO post and returns the post with the closest match.,0,0,1,0
1964,"To extract and compare the exception scenario effectively, MAESTRO first uses the answer code snippets in a post to implicate a subset of lines in the post's question code snippet as responsible for the exception and then compares these lines with the developer's code in terms of their respective Abstract Program Graph (APG) representations.",0,0,1,0
1965,"The APG is a simplified and abstracted derivative of an abstract syntax tree, proposed in this work, that allows an effective comparison of the functionality embodied in the high-level program structure, while discarding many of the low-level syntactic or semantic differences.",0,0,1,0
1966,"We evaluate MAESTRO on a benchmark of 78 instances of Java REs extracted from the top 500 Java projects on GitHub and show that MAESTRO can return either a highly relevant or somewhat relevant SO post corresponding to the exception instance in 71% of the cases, compared to relevant posts returned in only 8% - 44% instances, by four competitor tools based on state-of-the-art techniques.",0,1,0,0
1967,"We also conduct a user experience study of MAESTRO with 10 Java developers, where the participants judge MAESTRO reporting a highly relevant or somewhat relevant post in 80% of the instances.",0,1,0,0
1968,In some cases the post is judged to be even better than the one manually found by the participant.,0,0,0,1
1969,"
Assertion oracles are executable boolean expressions placed inside the program that should pass (return true) for all correct executions and fail (return false) for all incorrect executions.",1,0,0,0
1970,"Because designing perfect assertion oracles is difficult, assertions often fail to distinguish between correct and incorrect executions.",1,0,0,0
1971,"In other words, they are prone to false positives and false negatives.",1,0,0,0
1972,"In this paper, we propose GAssert (Genetic ASSERTion improvement), the first technique to automatically improve assertion oracles.",0,0,1,0
1973,"Given an assertion oracle and evidence of false positives and false negatives, GAssert implements a novel co-evolutionary algorithm that explores the space of possible assertions to identify one with fewer false positives and false negatives.",0,0,1,0
1974,Our empirical evaluation on 34 Java methods from 7 different Java code bases shows that GAssert effectively improves assertion oracles.,0,1,0,0
1975,"GAssert outperforms two baselines (random and invariant-based oracle improvement), and is comparable with and in some cases even outperformed human-improved assertions.",0,0,0,1
1976,"
Formal methods use SMT solvers extensively for deciding formula satisfiability, for instance, in software verification, systematic test generation, and program synthesis.",1,0,0,0
